"Fraction_1" "Fraction_2" "Fraction_3" "Fraction_4" "Fraction_5" "Fraction_6" "Fraction_7" "Fraction_8" "Fraction_9" "Fraction_10" "Fraction_11" "Fraction_12" "Fraction_13" "Fraction_14" "Fraction_15" "Fraction_16" "Fraction_17" "Fraction_18" "Fraction_19" "Fraction_20" "Fraction_21" "Fraction_22" "Fraction_23" "Fraction_24" "Fraction_25"
"AAR2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 36027.4028854756 82723.747011705 34006.0303917856 70197.3564535085 35812.2246053204 15935.9188827195 51547.5073854535 55528.5403040093 70002.2036581948 50649.5700815836 0 0 0 40800.2517158802
"AAR2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 58095.5918350198 85560.3125165613 44713.1477640916 69083.7920606761 27617.8061755785 33353.8343793305 45091.3838435244 45290.1591689257 0 0 0 0 0 81582.1465102919
"AASD1_HUMAN_Rep_1" 0 0 0 0 131672.393007297 153534.327554606 62854.7500270765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AASD1_HUMAN_Rep_2" 0 0 0 0 211500.921213792 125645.702383218 77528.2809603393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AASD1_HUMAN_Rep_3" 0 0 0 0 187964.318060927 91206.1220266361 50339.0350545988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATC_HUMAN_Rep_1" 0 0 0 47269.9741617142 762501.396026214 1536591.1621128 1524853.76661507 734057.817347282 632029.965653303 256678.3039887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATC_HUMAN_Rep_2" 0 0 0 45257.4213326343 1217692.96532067 1839512.22797013 1362006.59319547 797031.089005647 664144.079959688 216101.980182603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATC_HUMAN_Rep_3" 0 0 0 52389.1744672593 841002.695552865 1774806.25319315 891470.561102778 475499.605441838 429613.714063831 177988.492742971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"AATF_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 160688.181101137 238170.391156647 252292.569537373 224782.327295027 102245.944012451
"AATF_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29473.3273160167 134071.982415061 84447.5663051531 174937.238570592 113531.343178454
"AATF_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119686.78524285 447414.731158905 464837.798652181 167697.316787957 60686.6605469616
"AATM_HUMAN_Rep_1" 0 0 9703.00575341203 231015.581014586 1390857.8208589 1776507.41816939 3067475.81624144 1406766.41700822 1035204.06776204 922299.237352896 75884.3829815262 502679.485022278 314115.786761292 172607.113373902 64123.4652968812 0 0 0 0 0 0 0 0 0 0
"AATM_HUMAN_Rep_2" 0 0 26923.5668763716 250626.200766796 1690890.32922297 2359663.13112435 2273996.7233018 1489898.61699199 886653.992759152 645142.444495047 69531.4003889256 392422.848167025 309742.166375091 190308.081582184 81938.3262342323 0 0 0 0 0 0 0 0 0 0
"AATM_HUMAN_Rep_3" 0 0 13818.2377602121 973795.613671548 1613155.57207141 1853051.80866391 2062916.00140478 1190378.7939668 970865.736481801 671915.554614168 75631.3326655957 363645.250958135 262048.254562755 142555.043379039 41272.3115914996 0 0 0 0 0 0 0 0 0 0
"ABCB6_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 162502.412240045 119905.025471037 108484.275897054 54253.1056519114 254021.246552916 564943.930857257 399179.43815401 106315.572696451 284227.285075877 127352.153247571 30348.0703617331 0 0 0 92962.0474623951
"ABCB6_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 161325.148541956 213253.012340599 144081.163765468 76872.8575407887 276095.748398808 538955.249007974 390253.000931275 154541.736448887 337860.461962066 74273.6708174505 0 0 0 0 83522.1894280504
"ABCB6_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 238003.972944702 148554.372496468 176587.662690152 83758.3185723721 303860.211988175 579142.915097117 331400.414533685 151771.683014511 336622.906787879 59547.5907536029 0 0 0 0 74554.5362394721
"ABCB7_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 98754.9710241384 72443.1973810951 51639.7087025222 164674.810016076 72169.4545470712 146260.530886348 101103.614924426 0 0 0 0 0 0 0 0 0
"ABCB7_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 61030.1389456114 67186.7815808966 43957.2804963453 182228.031168786 79096.1939410174 143448.539598733 103614.475685198 0 0 0 0 0 0 0 0 0
"ABCB7_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 83186.3631257578 61537.6522550417 64539.0134942116 160585.432294898 80351.9086088514 151269.098170151 96885.8740184974 0 0 0 0 0 0 0 0 0
"ABCD3_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 124299.837006015 72461.0273582994 432208.051391596 510520.177937283 459692.15334845 679692.117740305 430765.764312423 493264.469717857 587167.531322486 467910.782276255 368065.251303445 121484.507301783 194520.714089404 48633.7418567345 0 339187.512119034
"ABCD3_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 144870.631428295 65407.9461967067 399750.706444649 473308.309377961 498973.77387564 572728.029549894 293772.629576214 344181.297130329 390730.850919575 255325.885496258 40461.4846510864 0 0 17382.6377358052 0 205609.639204796
"ABCD3_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 97587.8576872884 49017.2909365619 368916.852709864 408784.24918786 489390.242754405 599779.855629828 353520.874027706 322121.801546934 492094.592470766 346758.233435264 371784.292297859 77806.0160888512 180118.635466093 95369.3322235605 0 289308.372481865
"ABCE1_HUMAN_Rep_1" 0 0 0 0 0 185854.589633103 263261.582780355 0 0 157784.502171182 115128.162808204 89845.5845602396 26312.4340869238 29273.9162032377 110984.236326576 156457.286480277 0 0 207249.471735025 301718.928274057 272546.614802903 0 21550.028666312 72728.7703603206 311458.904430705
"ABCE1_HUMAN_Rep_2" 0 0 0 0 0 192083.671270804 194416.029291334 0 0 118295.919370607 135597.377306837 94198.7546065316 38864.751345366 34474.2329895815 155799.371218779 154993.931087997 0 0 315661.951950934 362154.257701069 104800.576213326 75848.1725263229 51976.2002206638 207013.630170729 279128.777382712
"ABCE1_HUMAN_Rep_3" 0 0 0 0 0 144929.84534417 212591.657457769 0 0 182220.195284844 177561.024912301 125838.850008445 27553.400517811 24012.7800470925 127443.155900942 125134.050577009 0 0 167732.518460247 390687.544817514 170547.316827175 347327.362526411 423916.681733726 164428.491539212 277841.124972381
"ABCF1_HUMAN_Rep_1" 0 0 0 52825.3339861666 94992.1953446917 110957.242985637 50311.1358416786 0 0 0 0 0 0 31102.4833368335 25006.3108501466 115136.401565686 87653.5753947113 13239.237423722 52720.9198309752 23437.9538399611 5672.27434769918 0 0 0 0
"ABCF1_HUMAN_Rep_2" 0 0 0 91733.7950576245 176361.6794996 148363.929013394 52017.8903765316 0 0 0 0 0 0 28678.0350543007 20427.2093707108 77947.5292971612 21886.1883120944 16611.0182871941 23248.2069961547 34482.8688325592 0 0 0 0 0
"ABCF1_HUMAN_Rep_3" 0 0 0 52144.8748777709 102570.419337981 51465.9748046872 41303.9726173513 0 0 0 0 0 0 28149.4793164719 25682.2725747647 124991.861768829 98075.3668558045 30026.3482964246 71459.6042949362 131806.797965832 0 0 0 0 0
"ABCF2_HUMAN_Rep_1" 0 0 0 0 112304.588128463 167450.275493996 98876.3064048273 43885.3913020132 70894.3178978662 113292.538388048 77524.7408843223 20443.9355434256 28092.2384644271 0 26501.6074473609 28746.1825528586 0 51358.7800396827 9362.14877062128 0 81568.0044993135 27952.5623501124 788.886005239853 90214.9669278131 174248.891687599
"ABCF2_HUMAN_Rep_2" 0 0 0 0 141412.572336449 248835.380265877 108334.294232964 57761.7495240774 118436.992497575 120827.164617644 76053.2843126364 30108.3685393411 20552.2127357314 0 22595.6070216332 37153.7908366478 0 63785.3023657506 38597.8743836972 0 0 9206.91901295333 28329.1204963825 127193.379977927 295870.285751138
"ABCF2_HUMAN_Rep_3" 0 0 0 0 136039.480636816 180908.126543553 90516.6337879496 33294.1758465035 55009.0576058102 100044.643697428 66137.9558139057 17561.4202934109 10811.4775811925 0 28231.8136495261 10480.1051007208 0 56301.8559597976 16778.0102153427 0 0 116936.323894362 0 134372.84999035 32303.0445325104
"ABCF3_HUMAN_Rep_1" 0 0 0 22503.6286896414 123576.763550427 90181.9443697292 43449.8450173144 0 0 0 14275.8684149143 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCF3_HUMAN_Rep_2" 95364.8753835743 45386.4395554904 0 1655.31991445842 145286.563813902 118466.843013981 47732.5500873986 0 0 0 10897.1732377364 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABCF3_HUMAN_Rep_3" 70741.055074543 18381.0697686938 0 13472.6861110198 122125.780255767 58173.185915972 36522.9014516605 0 0 0 7178.96845912594 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABD12_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 39976.6575032109 37470.2914274225 50350.8191413303 34281.6772837537 51651.0065006168 46420.9779128666 84346.4793780172 205506.776329505 73670.2938727877 35310.2860718587 184568.566488738 37922.1186913281 7654.2575538148 27762.7677076651 32242.8130463999 85950.7714219885
"ABD12_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 68278.6029701205 41577.3943773956 46375.2269987262 53278.1280783847 47724.1161314847 69519.7321875952 91930.1931874489 265821.686836722 87942.1027516187 48051.6003041357 168955.4625069 0 57507.1283337501 0 53738.9775974803 68658.1216409408
"ABD12_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 41852.7374070464 43116.0714293971 44487.8728554057 46755.4904000929 60524.0317457163 52198.4319428036 78793.1381153611 146369.050901359 70008.683519817 0 95337.123439699 0 0 0 0 0
"ABHDA_HUMAN_Rep_1" 0 0 67690.3362082229 66287.1984296897 135861.435839514 0 0 0 0 0 0 0 0 0 93640.0988896057 0 0 0 0 0 0 0 0 0 0
"ABHDA_HUMAN_Rep_2" 0 0 100014.15494675 28972.2754852965 159463.471275867 0 0 0 0 0 0 0 0 0 63326.2463971479 0 0 0 0 0 0 0 0 0 0
"ABHDA_HUMAN_Rep_3" 0 0 94523.1624534955 114925.506883627 183587.539377012 0 0 0 0 0 0 0 0 0 95485.9699513823 0 0 0 0 0 0 0 0 0 0
"ABHDB_HUMAN_Rep_1" 0 0 808230.444409574 494494.645797344 435243.288459484 97580.7040783201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHDB_HUMAN_Rep_2" 0 211320.947702036 791254.62296113 257345.69399045 412496.90848259 103477.575118219 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHDB_HUMAN_Rep_3" 0 264133.701736198 506562.294530616 266290.915035055 338650.555607132 116912.381208424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHEB_HUMAN_Rep_1" 0 0 742325.493168094 248352.673051009 85618.9947335983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHEB_HUMAN_Rep_2" 0 271591.584554675 657581.925493975 82747.8349304245 84693.059079149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHEB_HUMAN_Rep_3" 0 245404.577996592 681429.952738238 485676.308888332 78250.1909859818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABHGA_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 0 0 19168.9878162411 43314.1839770515 97331.1033441675 0 0 0 0 0 0 0 0 0 0
"ABHGA_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 0 0 0 16005.7175803376 47716.6048598623 99407.4798094764 0 0 0 0 0 0 0 0 0 0
"ABHGA_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 0 0 0 17227.0345398764 54598.9672454886 84846.2863237843 0 0 0 0 0 0 0 0 0 0
"ABI1_HUMAN_Rep_1" 0 0 0 0 0 0 0 68780.5441913675 490195.384090949 638383.653901118 181295.208213383 66635.5275328337 73694.8041709387 0 0 0 0 0 0 0 0 0 0 0 0
"ABI1_HUMAN_Rep_2" 0 19628.7262917768 0 0 0 0 0 133074.615621038 716927.050045068 711708.14102696 204589.131006176 91154.1158474111 72803.3335711602 0 0 0 0 0 0 0 0 0 0 0 0
"ABI1_HUMAN_Rep_3" 0 144055.081771679 0 0 0 0 0 60107.5780173971 587695.058872128 622334.392038544 171400.131380231 53986.2829996358 51858.2544106617 0 0 0 0 0 0 0 0 0 0 0 0
"ABI2_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 40096.4110734211 75034.7383266817 38859.8409842114 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABI2_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 44600.0371485548 105124.027584653 45171.9640647214 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABI2_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 56121.6902422624 77561.7965488478 56221.972215801 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABL2_HUMAN_Rep_1" 0 0 0 0 4965.14558100845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABL2_HUMAN_Rep_2" 0 0 0 0 10869.5169466137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABL2_HUMAN_Rep_3" 0 0 0 0 8264.13433273149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRAL_HUMAN_Rep_1" 0 171702.117259363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRAL_HUMAN_Rep_2" 0 16658.8515902698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRAL_HUMAN_Rep_3" 0 30444.111053217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRX1_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 41963.9211455898 21703.8369182282 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRX1_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 158990.899422838 29345.4027467866 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRX1_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 56463.2472358274 23068.7275419425 0 0 0 0 0 0 0 0 0 0 15976.2657842026 52901.4782043311 0 0
"ABRX2_HUMAN_Rep_1" 0 0 0 0 0 26709.2005127702 162282.18183548 131647.810004514 76398.6207391911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRX2_HUMAN_Rep_2" 0 0 0 0 0 73659.4327634659 219536.29076393 194013.255209788 62777.1377825843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABRX2_HUMAN_Rep_3" 0 0 0 0 0 54373.5859349738 162274.203627182 128311.64922243 65644.0754016519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABTB2_HUMAN_Rep_1" 0 0 0 0 0 0 0 1762.19041231583 3220.43067407468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABTB2_HUMAN_Rep_2" 0 0 0 0 0 0 0 4696.22942324951 7360.19943535469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ABTB2_HUMAN_Rep_3" 0 0 0 0 0 0 0 1572.77000600994 2651.56609203953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACACA_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 1572159.57017341 2799128.12130399 2884149.36391406 1272918.51366644 448708.720499943 33603.4518524312 0 0 0 0 0 0 0 0 0 0
"ACACA_HUMAN_Rep_2" 0 0 0 0 0 0 0 0 0 1968542.02994106 3062149.03603368 2620511.20426405 1253604.8338016 355533.523459987 17407.7156418012 0 0 0 0 0 0 0 0 0 0
"ACACA_HUMAN_Rep_3" 0 0 0 0 0 0 0 0 0 2008602.45347829 2821027.32350702 2786962.46826355 1308276.18953576 377649.551769432 29849.587926315 0 0 0 0 0 0 0 0 0 0
"ACAD8_HUMAN_Rep_1" 0 0 0 4816.98592269111 0 25144.1092316493 25483.1568607251 18949.6734902623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACAD8_HUMAN_Rep_2" 0 0 0 2992.97124657047 0 42013.0558442659 26220.7295629238 21515.1461301217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACAD8_HUMAN_Rep_3" 0 0 0 13985.2789996786 0 27516.4410210107 21571.2634468706 13412.1336866542 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACAD9_HUMAN_Rep_1" 0 0 0 0 38801.6610554355 0 159729.368966114 56029.7763164068 42217.2676606963 0 44776.4217531736 0 0 40690.4307412801 41992.0983400716 0 0 0 0 0 0 0 0 0 0
"ACAD9_HUMAN_Rep_2" 0 0 0 0 51322.068689635 0 150214.907652181 42546.1829948627 40104.3267627337 0 49416.8771984709 0 0 46705.0869480465 45771.2604148882 0 0 0 0 0 0 0 0 0 0
"ACAD9_HUMAN_Rep_3" 0 0 0 0 50654.9247911917 0 192795.03466233 61706.0410314701 39558.4657474809 0 87617.0709916232 0 0 57398.8112839013 51596.7453338355 0 0 0 0 0 0 0 0 0 0
"ACADM_HUMAN_Rep_1" 0 0 0 0 135170.504501005 669269.743824987 572905.879525696 1153842.03489027 1055512.096609 604317.221601789 553002.686317284 275356.53265405 0 34634.5051159371 0 0 0 0 0 0 0 0 0 0 0
"ACADM_HUMAN_Rep_2" 0 0 0 0 128447.772637368 565311.680195124 629567.053259737 1151785.86594448 1069960.57095962 408474.376933285 428796.187251992 196243.498884054 0 25756.1503931894 0 0 0 0 0 0 0 0 0 0 0
"ACADM_HUMAN_Rep_3" 0 0 0 0 237539.062497123 472392.473775493 589806.551771695 979274.302344128 876579.496660198 523925.892441314 405396.977705314 214144.53067732 0 41571.8593307505 0 0 0 0 0 0 0 0 0 0 0
"ACADS_HUMAN_Rep_1" 0 0 0 0 0 0 48878.2097923801 74806.7352401765 0 16713.9053248913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACADS_HUMAN_Rep_2" 0 0 0 0 0 0 49811.8875840411 45561.7033044091 0 10993.0927327476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACADS_HUMAN_Rep_3" 0 0 0 0 0 0 62915.078323936 69639.5561828848 0 16966.3860090761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ACADV_HUMAN_Rep_1" 0 0 0 0 56217.4762659779 288676.417291719 1985330.06381119 2376351.70130131 2271558.70179553 1914079.98129728 1148131.66544261 1149578.9943977 480496.705341169 198519.834464465 99631.0584588371 107317.04225196 141950.585612388 80718.2220522438 24994.3544654123 84822.0952372148 0 16225.2888633782 0 0 0
"ACADV_HUMAN_Rep_2" 0 0 0 0 112613.129558518 760728.527573831 1864310.4904107 1809435.36874704 1393429.70834932 1076575.14855823 929345.397304453 842432.299768306 391277.691689613 135616.009142326 76770.3118328672 109355.366652463 130015.394380963 92619.8741745771 30408.9472894743 23929.3247198931 0 0 0 0 0
"ACADV_HUMAN_Rep_3" 0 0 0 0 71746.8296870091 457712.91577994 1993109.04219738 2346500.24384952 2009739.58018046 1840362.29574069 945875.364836928 1063752.07155223 497166.069336429 183592.642656549 80575.1588460389 97004.3646919811 153990.768711904 58656.6438011753 19364.9770012402 92006.7737402064 0 0 0 0 0
"ACBD5_HUMAN_Rep_1" 0 0 0 0 0 0 0 0 0 0 32417.2758877221 0 0 48233.270167363 73820.0890912352 157043.579110157 106624.607440233 0 119127.803954979 80135.7655064861 133566.094287195 80631.9086381331 95387.4852702728 122140.735963924 61847.8066666544
"ACBD5_HUMAN_Rep_2" 0 77324.1014344774 0 0 0 0 0 0 0 0 30258.6509907008 0 0 47336.0337643276 76508.297116714 141917.457218115 99444.0755319014 0 79938.2972426069 0 27693.253387236 0 9304.64243340355 45419.2887724136 45475.9158387763
"ACBD5_HUMAN_Rep_3" 0 62912.3469525132 0 0 0 0 0 0 0 0 41499.4733331721 0 0 43953.9361094862 82151.4082723497 126271.561042453 98575.6423025555 0 75919.7824690281 0 92059.6072480991 138761.18479767 105553.022986283 86382.5464223678 0
"ACBP_HUMAN_Rep_1" 135191.853917514 0 498406.849769342 1198589.6887167 323620.940709296 140085.330717608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
